Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
532.0,Cui Yongxi,21.0,BRK,SG,5.0,0.0,10.0,-10.7,0.19,0.429,0.286,0.0,24.0,11.5,0.0,0.0,0.0,0.0,34.5,-0.1,0.0,-0.1,-0.469,-16.9,-8.3,-25.2,-0.1,
533.0,Daniss Jenkins,23.0,DET,PG,5.0,0.0,10.0,-22.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.1,-0.1,0.0,-0.1,-0.521,-25.2,-9.4,-34.6,-0.1,
534.0,Keion Brooks Jr.,24.0,NOP,SF,2.0,0.0,10.0,15.2,0.532,0.5,2.0,10.3,22.3,16.1,13.4,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.125,0.8,-1.6,-0.9,0.0,
535.0,Quincy Olivari,23.0,LAL,PG,2.0,0.0,10.0,-5.2,0.3,1.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,16.7,26.4,-0.1,0.0,-0.1,-0.295,-10.1,-8.5,-18.6,0.0,
536.0,Jalen McDaniels,27.0,WAS,SF,4.0,0.0,7.0,10.9,,,,0.0,0.0,0.0,17.4,6.8,0.0,,0.0,0.0,0.0,0.0,0.114,-0.6,5.9,5.3,0.0,
537.0,Riley Minix,24.0,SAS,SF,1.0,0.0,7.0,-1.7,0.0,1.0,0.0,0.0,30.1,15.1,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,-0.111,-8.6,-3.5,-12.1,0.0,
538.0,Jaylen Martin,21.0,2TM,SF,4.0,0.0,7.0,5.9,0.375,0.25,0.0,14.9,15.1,15.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,-0.125,-2.6,-6.0,-8.6,0.0,
538.0,Jaylen Martin,21.0,BRK,SF,3.0,0.0,5.0,13.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.116,4.1,-0.8,3.3,0.0,
538.0,Jaylen Martin,21.0,WAS,SF,1.0,0.0,2.0,-11.9,0.0,0.0,0.0,52.2,52.8,52.5,0.0,0.0,0.0,0.0,41.8,0.0,0.0,0.0,-0.727,-19.3,-18.9,-38.2,0.0,
539.0,Skal Labissière,28.0,SAC,PF,3.0,0.0,6.0,39.9,1.25,0.5,0.0,18.5,0.0,9.2,29.7,0.0,0.0,0.0,14.2,0.1,0.0,0.1,0.493,18.6,3.6,22.2,0.0,
540.0,Jesse Edwards,24.0,MIN,C,2.0,0.0,5.0,-0.1,,,,0.0,0.0,0.0,23.9,0.0,0.0,,0.0,0.0,0.0,0.0,0.107,-8.6,4.5,-4.1,0.0,
541.0,Jamaree Bouyea,25.0,MIL,PG,1.0,0.0,5.0,20.3,1.0,0.0,0.0,0.0,0.0,0.0,29.8,9.6,0.0,50.0,17.4,0.0,0.0,0.0,0.119,0.3,9.8,10.1,0.0,
542.0,Mac McClung,26.0,ORL,SG,1.0,0.0,5.0,14.6,,,,0.0,24.6,11.6,50.9,0.0,0.0,,0.0,0.0,0.0,0.0,0.207,1.8,4.0,5.8,0.0,
543.0,James Wiseman,23.0,IND,C,1.0,0.0,5.0,31.4,0.615,0.25,0.5,0.0,22.1,11.3,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.0,0.236,6.0,-4.7,1.3,0.0,
544.0,Miles Norris,24.0,BOS,PF,1.0,0.0,4.0,6.3,,,,0.0,54.4,27.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.098,-5.0,-0.9,-5.9,0.0,
545.0,Alondes Williams,25.0,DET,SG,1.0,0.0,4.0,53.7,1.25,0.5,0.0,0.0,0.0,0.0,65.6,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.568,37.8,6.1,43.9,0.0,
546.0,Zyon Pullin,23.0,MEM,SG,3.0,0.0,3.0,-11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,-0.294,-14.9,-7.9,-22.7,0.0,
547.0,Jahlil Okafor,29.0,IND,C,1.0,0.0,3.0,13.8,,,,0.0,36.9,18.8,37.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.193,2.6,4.9,7.5,0.0,
548.0,Tony Bradley,27.0,IND,C,2.0,0.0,2.0,6.1,,,,0.0,55.3,28.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.076,-1.9,-0.8,-2.7,0.0,
549.0,Emanuel Miller,24.0,CHI,PF,1.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.011,-7.4,-4.0,-11.3,0.0,
550.0,Chuma Okeke,26.0,PHI,PF,1.0,0.0,2.0,6.3,,,,0.0,60.1,28.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.069,-3.7,-2.3,-6.1,0.0,
551.0,Jahmir Young,24.0,CHI,PG,1.0,0.0,2.0,20.1,,,,0.0,51.9,26.2,56.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.278,-2.2,3.0,0.8,0.0,
,League Average,,,,,,,,0.575,0.42,0.245,5.0,15.0,10.0,16.3,1.7,1.9,12.1,19.9,,,,,,,,,
